Course,Course__FAA_,Title,Period,Division,Branch,Type,Delivery,Is_Active__course_,Is_Cancelled__course_,Cancelled_Date__course_,Class,Class_Start,Class_End,Is_Active__class_,Is_Cancelled__class_,Cancelled_Date__class_,Class_Favorability,Class_Favorability__eoc_,Class_Favorability__post_,Evaluations_Completed,Evaluations_Sent,Completion_Rate,Evaluation,Sent_Date,Completed_Date,Is_Completed,Days_to_Complete_Evaluation,Evaluation_Favorability,Question,Type__question_,Subtype__question_,Metric,Statement,Sort__question_,Statement__short_,Answer,Sentiment,Degree,Attitude,Response__positive_,Response__negative_,Sort__sentiment_,Comment,Comments_per_Eval,Category,Comment_Date,Is_Duplicate,Length__original_,Length,Word_Count,Sentence_Count,Question_Count,Exclamation_Count,Comments,Date,Use_Date,FY_Start,FY_End,Is_Holiday,Is_Weekday,Is_Last_Day_of_Month
1200050,FAA01200050,NEW MANAGER COURSE (NMC),90,AMA-3,AMA-3,COURSE,RES,Y,N,,103107,18OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.945454,,0.945454,21,40,0.525,1170119062,19JAN2017:00:00:00.000,30JAN2017:00:00:00.000,Y,11,1,,Post Course,Student,Training,,103,,,,,,,,,222935,1,Training,30JAN2017:00:00:00.000,N,26,26,3,1,0,0,"Overall, effective course.",20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50034,FAA50034,TERMINAL BASIC RADAR TRAINING,90,AMA-500,AMA-512,COURSE,RES,Y,N,,103284,18OCT2016:00:00:00.000,16NOV2016:00:00:00.000,Y,N,,0.981781,0.989556,0.954954,46,70,0.657142,1161020336,20OCT2016:00:00:00.000,14NOV2016:00:00:00.000,Y,25,1,,End of Course,Resident,Instructor,,102,,,,,,,,,214761,3,Instructor,14NOV2016:00:00:00.000,N,98,98,16,1,0,0,Again Chuck and Bill are great instructors they really helped us to be successful for evaluations.,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
22102,FAA22102,FLIGHT SIMULATION TRAINING DEVICE EVALUATION,90,AMA-200,AMA-240,COURSE,RES,Y,N,,104906,24OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,1,1,1,7,12,0.583333,1161026253,26OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,2,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,212651,5,OverallCourse,28OCT2016:00:00:00.000,N,34,34,7,2,0,1,Best FAA Course so far. Great Job!,20161024,24OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000132,FAA21000132,INITIAL PROFESSIONALISM,90,AMA-200,AMA-230,COURSE,RES,Y,N,,103608,19OCT2016:00:00:00.000,24OCT2016:00:00:00.000,Y,N,,0.993403,1,0.981132,86,112,0.767857,1161024196,24OCT2016:00:00:00.000,24OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,211963,2,OverallCourse,24OCT2016:00:00:00.000,N,39,39,5,1,0,1,"great course overall, very informative!",20161019,19OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
41244,FAA41244,CAPTURE EFFECT GLIDESLOPE (CEG) LABORATORY,365,AMA-400,AMA-412,COURSE,RES,Y,N,,104142,19OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,N,,0.963768,0.989898,0.897435,13,18,0.722222,1161025193,25OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,Instructor,,102,,,,,,,,,212118,2,Instructor,25OCT2016:00:00:00.000,N,83,83,13,1,0,0,Carlos and Teresa were excellent in answering any question and assisting during lab,20161019,19OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
41927001,FAA41927001,DISTANCE MEASURING EQUIPMENT (DME) MODEL 415SE,90,AMA-400,AMA-412,COURSE,RES,N,N,,104207,20OCT2016:00:00:00.000,26OCT2016:00:00:00.000,Y,N,,0.993939,1,0.979166,16,24,0.666666,1161026243,26OCT2016:00:00:00.000,26OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,212209,2,OverallCourse,26OCT2016:00:00:00.000,N,116,116,20,1,0,0,only possible issue is to go over the actual equipment in more detail to identify different aspects of the hardware.,20161020,20OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50143,FAA50143,AIR TRAFFIC BASICS (EN ROUTE),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102969,06OCT2016:00:00:00.000,10NOV2016:00:00:00.000,Y,N,,1,1,1,19,36,0.527777,1161103265,03NOV2016:00:00:00.000,09NOV2016:00:00:00.000,Y,6,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,214125,3,OverallCourse,09NOV2016:00:00:00.000,N,138,138,23,1,0,0,The classroom was a good environment free from distractions to allow for the instructors to present the material in the best way possible.,20161006,06OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300089,FAA15300089,TARGETS INSTRUMENT PROCEDURE DESIGN FOR TERPS,90,AMA-800,AMA-800,COURSE,RES,Y,N,,106254,17OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,N,,0.971014,1,0.851851,14,28,0.5,1161017281,17OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,1,1,,End of Course,Resident,Instructor,,102,,,,,,,,,211220,2,Instructor,18OCT2016:00:00:00.000,N,58,58,6,1,0,0,Instructor was well-prepared and knowledgeable cooperative,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300089,FAA15300089,TARGETS INSTRUMENT PROCEDURE DESIGN FOR TERPS,90,AMA-800,AMA-800,COURSE,RES,Y,N,,106257,24OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,N,,1,1,1,9,21,0.428571,1170123124,23JAN2017:00:00:00.000,23JAN2017:00:00:00.000,Y,0,1,,Post Course,Student,Training,,103,,,,,,,,,221881,1,Training,23JAN2017:00:00:00.000,N,98,98,19,1,0,0,"The training I have received is good, but what really is needed is the ability to create RNAV SID.",20161024,24OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300080,FAA15300080,INTRODUCTION TO AERONAUTICAL CHARTS,90,AMA-800,AMA-800,COURSE,RES,Y,N,,106260,24OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,1,1,1,18,31,0.580645,1161024281,24OCT2016:00:00:00.000,01NOV2016:00:00:00.000,Y,8,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,212946,1,OverallCourse,01NOV2016:00:00:00.000,N,170,170,25,1,0,0,"The course content was very relevant, the instructor should be given more technology and other essential materials to help convey the message and encourage participation.",20161024,24OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50043,FAA50043,AIR TRAFFIC BASICS (TERMINAL),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102894,26OCT2016:00:00:00.000,01DEC2016:00:00:00.000,Y,N,,0.990228,0.992424,0.976744,27,57,0.473684,1161128253,28NOV2016:00:00:00.000,30NOV2016:00:00:00.000,Y,2,1,,End of Course,Resident,Instructor,,102,,,,,,,,,216731,2,Instructor,30NOV2016:00:00:00.000,N,127,127,22,1,0,0,instructors were great (all of them) really showed that they cared about their students and showed that they want us to succeed,20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300062,FAA15300062,DEPARTURE PROCEDURES,90,AMA-800,AMA-800,COURSE,RES,Y,N,,104235,26OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,N,,0.986817,0.985714,0.99099,53,76,0.697368,1161028128,28OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,7,1,,End of Course,Resident,Instructor,,102,,,,,,,,,213561,1,Instructor,04NOV2016:00:00:00.000,N,9,9,2,1,0,0,All good.,20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000090,FAA21000090,GA AW PRACTICAL APPLICATION WORKSHOP#2 FOR NEWHIRE GA AIRWORTHINESS INSPECTORS,90,AMA-200,AMA-250,COURSE,RES,Y,N,,96166,28OCT2016:00:00:00.000,01NOV2016:00:00:00.000,Y,N,,0.993079,0.98901,1,33,37,0.891891,1161101192,01NOV2016:00:00:00.000,01NOV2016:00:00:00.000,Y,0,0.928571,,End of Course,Resident,Instructor,,102,,,,,,,,,212963,2,Instructor,01NOV2016:00:00:00.000,N,54,54,8,1,0,0,Jose Salazar and Richard Sacket are great instructors.,20161028,28OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
22000072,FAA22000072,MANAGING AIR ENGINEERING DESIGNEES,90,AMA-200,AMA-220,COURSE,RES,Y,N,,103413,18OCT2016:00:00:00.000,20OCT2016:00:00:00.000,Y,N,,0.98913,1,0.96875,23,40,0.575,1161013287,13OCT2016:00:00:00.000,20OCT2016:00:00:00.000,Y,7,1,,End of Course,Resident,Instructor,,102,,,,,,,,,211600,1,Instructor,20OCT2016:00:00:00.000,N,280,280,47,4,0,1,Both instructors had deep knowledge and previous experience on the subject matter presented. It was presented in an easy to understand way. They were also very courteous and were willing to answer all questions that came up during the training. Very well taught and a good course!,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
12051,FAA12051,BASIC OBSTRUCTION EVALUATION AND AIRPORT/AIRSPACE ANALYSIS,90,AMA-500,AMA-512,COURSE,RES,Y,N,,103522,18OCT2016:00:00:00.000,03NOV2016:00:00:00.000,Y,N,,1,1,1,16,29,0.551724,1161103327,03NOV2016:00:00:00.000,03NOV2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,213496,3,OverallCourse,03NOV2016:00:00:00.000,N,48,48,8,1,0,0,Very good instructors. I enjoyed in both courses,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000059,FAA21000059,SAFETY MANAGEMENT,90,AMA-200,AMA-230,COURSE,RES,Y,N,,103628,25OCT2016:00:00:00.000,31OCT2016:00:00:00.000,Y,N,,0.987849,0.994328,0.97619,92,116,0.793103,1161031318,31OCT2016:00:00:00.000,31OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,Instructor,,102,,,,,,,,,212860,2,Instructor,31OCT2016:00:00:00.000,N,238,238,42,2,0,0,"Greg and Mike are excellent instructors. Greg has a ton of person experience that makes it easy to connect the dots with the subject, while Mike injects humor and energy that makes it very easy to stay involved and easy for participation.",20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
40181001,FAA40181001,DIRECT CURRENT (DC) BUS HARDWARE MAINTENANCE,90,AMA-400,AMA-425,COURSE,RES,Y,N,,104698,18OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,N,,1,1,1,15,24,0.625,1161025272,25OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,212073,2,OverallCourse,25OCT2016:00:00:00.000,N,247,247,47,5,0,0,"The course was very informative. I would like other courses to be set up like this. Even though the battery order is subject to be change, all other material was up to date. I feel more clarified by going over the orders. I really enjoy the class.",20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
1205,FAA01205,LABOR MANAGEMENT RELATIONS (LMR),90,AMA-3,AMA-3,COURSE,RES,Y,N,,103108,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,1,,1,23,39,0.589743,1170119074,19JAN2017:00:00:00.000,19JAN2017:00:00:00.000,Y,0,1,,Post Course,Student,Training,,103,,,,,,,,,221595,2,Training,19JAN2017:00:00:00.000,N,75,75,10,1,0,0,Time discussing an Opportunity to Demonstrate Performance would be helpful.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000129,FAA21000129,LIGHT TWIN REFRESHER ? AFW PA44 G1000 WITH JOB FUNCTIONS,90,AFS,AFS-60,COURSE,RES,Y,N,,101361,18OCT2016:00:00:00.000,27OCT2016:00:00:00.000,Y,N,,1,1,1,7,12,0.583333,1170125013,25JAN2017:00:00:00.000,25JAN2017:00:00:00.000,Y,0,1,,Post Course,Student,Compliment,,104,,,,,,,,,222070,2,Compliment,25JAN2017:00:00:00.000,N,66,66,8,1,0,0,"Instructional staff is very knowledgeable, engaged and proficient.",20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50046,FAA50046,INITIAL TOWER CAB TRAINING,30,AMA-500,AMA-513,COURSE,RES,Y,N,,102888,28OCT2016:00:00:00.000,21DEC2016:00:00:00.000,Y,N,,0.939879,0.948,0.76923,37,66,0.560606,1161116458,16NOV2016:00:00:00.000,16NOV2016:00:00:00.000,Y,0,1,,Intermediate Co,Intermedia,OverallCourse,,101,,,,,,,,,215149,5,OverallCourse,16NOV2016:00:00:00.000,N,253,253,38,2,0,0,Course material encompassed many topics not applicable to the Performance Assessments or AAC ATCT procedures. The superfluous but important material should be stressed as material that is important and may or may not be applicable to certain facilities.,20161028,28OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50043,FAA50043,AIR TRAFFIC BASICS (TERMINAL),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102892,17OCT2016:00:00:00.000,21NOV2016:00:00:00.000,Y,N,,0.955017,0.951417,0.97619,24,41,0.585365,1161117358,17NOV2016:00:00:00.000,18NOV2016:00:00:00.000,Y,1,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,215793,8,OverallCourse,18NOV2016:00:00:00.000,N,228,228,35,2,0,0,The overall material and organization was well developed and I believe contributed to the successful learning of most students. Providing more visual aid's and hands on would help students better understand some of the material.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50043,FAA50043,AIR TRAFFIC BASICS (TERMINAL),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102894,26OCT2016:00:00:00.000,01DEC2016:00:00:00.000,Y,N,,0.990228,0.992424,0.976744,27,57,0.473684,1161128249,28NOV2016:00:00:00.000,30NOV2016:00:00:00.000,Y,2,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,216743,2,OverallCourse,30NOV2016:00:00:00.000,N,82,82,14,1,0,0,The course provided a general understanding of aviation in a short amount of time.,20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,102966,31OCT2016:00:00:00.000,27JAN2017:00:00:00.000,Y,N,,0.956912,0.981273,1,45,71,0.633802,1170110031,10JAN2017:00:00:00.000,25JAN2017:00:00:00.000,Y,15,0.9375,,End of Course,Resident,Instructor,,102,,,,,,,,,222143,3,Instructor,25JAN2017:00:00:00.000,N,115,115,23,1,0,0,"Rich Green and Rich Wiggins are great teachers and especially as a team, I am so grateful I had them to learn from.",20161031,31OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,Y
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,102966,31OCT2016:00:00:00.000,27JAN2017:00:00:00.000,Y,N,,0.956912,0.981273,1,45,71,0.633802,1161130372,30NOV2016:00:00:00.000,12DEC2016:00:00:00.000,Y,12,0.928571,,Intermediate Co,Intermedia,Instructor,,102,,,,,,,,,218120,4,Instructor,12DEC2016:00:00:00.000,N,351,351,67,4,0,0,"I am so grateful to have both Rich's as my instructors. They are so knowledgeable, and so dedicated to our success. I would not be able to understand many of the concepts if it wasn't for their teaching style. They come in here everyday and act as if our success is their success an",20161031,31OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,Y
21000049,FAA21000049,AIR CARRIER OPERATIONS PRACTICAL APPLICATION WORKSHOP (PAW),90,AMA-200,AMA-240,COURSE,RES,N,Y,3,96273,12OCT2016:00:00:00.000,14OCT2016:00:00:00.000,Y,N,,0.993939,0.990909,1,18,24,0.75,1161014027,14OCT2016:00:00:00.000,14OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,Instructor,,102,,,,,,,,,211000,1,Instructor,14OCT2016:00:00:00.000,N,217,217,25,2,0,0,"The instructors were extremely knowledgeable and effective overall. They occasionally struggled with utilizing the presentation materials (computer, video interfaces), which detracted from their overall effectiveness.",20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
22102,FAA22102,FLIGHT SIMULATION TRAINING DEVICE EVALUATION,90,AMA-200,AMA-240,COURSE,RES,Y,N,,104906,24OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,1,1,1,7,12,0.583333,1170126253,26JAN2017:00:00:00.000,26JAN2017:00:00:00.000,Y,0,,,Post Course,Student,NoNeedtoTrain,,105,,,,,,,,,222380,1,NoNeedtoTrain,26JAN2017:00:00:00.000,N,227,227,43,7,2,0,"It's a bit too detailed for an ACO ASI. A one day would be more suited for ASIs and would be more cost efficient and effective. Still, the class was well done and it's overall effect was positive. Need? No. An enhancement? Yes.",20161024,24OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21900010,FAA21900010,COMPOSITE AWARENESS FOR THE AVIATION SAFETY INSPECTOR,90,AMA-200,AMA-260,COURSE,RES,Y,N,,105104,25OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,1,,1,13,22,0.590909,1170126232,26JAN2017:00:00:00.000,26JAN2017:00:00:00.000,Y,0,1,,Post Course,Student,Training,,103,,,,,,,,,222364,2,Training,26JAN2017:00:00:00.000,N,1300,1300,219,8,0,0,"As with many of the technical training courses I have received through the FAA, I felt that too much time was spent on foundational material, attempting to provide a basic knowledge level of the area of study. I, as well as most of the fellow Inspectors I am attending class with, a",20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000132,FAA21000132,INITIAL PROFESSIONALISM,90,AMA-200,AMA-230,COURSE,RES,Y,N,,103608,19OCT2016:00:00:00.000,24OCT2016:00:00:00.000,Y,N,,0.993403,1,0.981132,86,112,0.767857,1161024196,24OCT2016:00:00:00.000,24OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,Instructor,,102,,,,,,,,,211964,2,Instructor,24OCT2016:00:00:00.000,N,48,48,6,2,0,0,"great instructors, Mr. Stuppiello in particular.",20161019,19OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000059,FAA21000059,SAFETY MANAGEMENT,90,AMA-200,AMA-230,COURSE,RES,Y,N,,103628,25OCT2016:00:00:00.000,31OCT2016:00:00:00.000,Y,N,,0.987849,0.994328,0.97619,92,116,0.793103,1161031314,31OCT2016:00:00:00.000,31OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,212879,3,OverallCourse,31OCT2016:00:00:00.000,N,71,71,9,2,0,0,Excellent. Good balance of presented information and group discussions.,20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,96955,13OCT2016:00:00:00.000,10JAN2017:00:00:00.000,Y,N,,0.919561,0.953571,1,40,61,0.655737,1161013216,13OCT2016:00:00:00.000,23NOV2016:00:00:00.000,Y,41,1,,Intermediate Co,Intermedia,OverallCourse,,101,,,,,,,,,216379,4,OverallCourse,23NOV2016:00:00:00.000,N,91,91,17,1,0,0,"Most of the course was good, the main problem was with the complexity of the new scenarios.",20161013,13OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
42084001,FAA42084001,COMMON DIGITIZER - 2A/B/D MAINTENANCE,90,AMA-400,AMA-415,COURSE,RES,Y,N,,104615,12OCT2016:00:00:00.000,08NOV2016:00:00:00.000,Y,N,,0.983333,0.979591,1,5,12,0.416666,1161107380,07NOV2016:00:00:00.000,08NOV2016:00:00:00.000,Y,1,1,,End of Course,Resident,Instructor,,102,,,,,,,,,214080,2,Instructor,08NOV2016:00:00:00.000,N,110,110,19,2,0,0,"Daryl Don and Al did a great job. They are great instructors, very knowledgeable, and present the topics well.",20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013251,13OCT2016:00:00:00.000,13OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,210952,4,OverallCourse,13OCT2016:00:00:00.000,N,1004,1004,169,14,0,0,"1. Recommend that the PTS subject area would be much more complete if it had its own lesson, after all it is a central document for evaluations.2. There does not seem to be any discussion time allotted in the schedule, half of this course is base on strong interaction with the inst",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013252,13OCT2016:00:00:00.000,13OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,210947,2,OverallCourse,13OCT2016:00:00:00.000,N,291,291,42,3,0,0,The Simulator provided great training. An additional safety benefit and experience in an actual Technically Advanced Aircraft (TAA) for some enhanced training and practice of subjects covered. At least possibly some extra time designated for an Instrument Proficiency check in the s,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
22518,FAA22518,NONDESTRUCTIVE INSPECTION AND EVALUATION,90,AMA-200,AMA-250,COURSE,RES,Y,N,,105178,18OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.996932,0.995169,1,39,46,0.847826,1161021054,21OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,211665,2,OverallCourse,21OCT2016:00:00:00.000,N,41,41,4,1,0,0,Outstanding presentations and instruction,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50143,FAA50143,AIR TRAFFIC BASICS (EN ROUTE),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102969,06OCT2016:00:00:00.000,10NOV2016:00:00:00.000,Y,N,,1,1,1,19,36,0.527777,1170208075,08FEB2017:00:00:00.000,22FEB2017:00:00:00.000,Y,14,1,,Post Course,Student,Compliment,,104,,,,,,,,,226418,2,Compliment,22FEB2017:00:00:00.000,N,319,319,49,2,0,0,"All of my lead instructors, Kent Story (basics lead), Mark Sommers (NonRADAR/RADAR lead), and Mike Moravec (NonRADAR/RADAR A-lead) were excellent in their instruction and encouragement of students. They all offered sound advice, knew the subject inside and out, and were open to any",20161006,06OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50143,FAA50143,AIR TRAFFIC BASICS (EN ROUTE),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102973,24OCT2016:00:00:00.000,29NOV2016:00:00:00.000,Y,N,,0.948717,0.947761,1,19,37,0.513513,1161123426,23NOV2016:00:00:00.000,28NOV2016:00:00:00.000,Y,5,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,216459,2,OverallCourse,28NOV2016:00:00:00.000,N,191,191,34,2,0,0,"Overall content of course was effective, however, I would have prefer the course to be more tailored to my domain. I did not appreciate having to learn about tower when I am assigned enroute.",20161024,24OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50143,FAA50143,AIR TRAFFIC BASICS (EN ROUTE),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102973,24OCT2016:00:00:00.000,29NOV2016:00:00:00.000,Y,N,,0.948717,0.947761,1,19,37,0.513513,1161123429,23NOV2016:00:00:00.000,28NOV2016:00:00:00.000,Y,5,1,,End of Course,Resident,Instructor,,102,,,,,,,,,216462,2,Instructor,28NOV2016:00:00:00.000,N,190,190,36,2,0,0,I felt the material should have been more geared toward En Route and our instructors should have I more En Route experience. We did seem to have a high turn over of instructors in our class.,20161024,24OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000071,FAA21000071,GA OPS AIRMEN/DESIGNEE PRACTICAL APPLICATIONS WORKSHOP,90,AMA-200,AMA-230,COURSE,RES,Y,N,,96275,14OCT2016:00:00:00.000,19OCT2016:00:00:00.000,Y,N,,0.973684,0.964285,1,17,24,0.708333,1161019288,19OCT2016:00:00:00.000,19OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,Instructor,,102,,,,,,,,,211375,2,Instructor,19OCT2016:00:00:00.000,N,21,21,3,1,0,0,Instructors were good,20161014,14OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
53154001,FAA53154001,ERAM SCENARIO GENERATION TRAINING (SGET),90,AMA-500,AMA-512,COURSE,RES,Y,N,,104228,18OCT2016:00:00:00.000,27OCT2016:00:00:00.000,Y,N,,0.992187,1,0.96875,12,17,0.705882,1161025248,25OCT2016:00:00:00.000,27OCT2016:00:00:00.000,Y,2,1,,End of Course,Resident,Instructor,,102,,,,,,,,,212351,1,Instructor,27OCT2016:00:00:00.000,N,118,118,21,2,0,0,John Roux was helpful and effective as the lead...Jeff Phillips and Rich Green worked very well with all in the class.,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300062,FAA15300062,DEPARTURE PROCEDURES,90,AMA-800,AMA-800,COURSE,RES,Y,N,,104235,26OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,N,,0.986817,0.985714,0.99099,53,76,0.697368,1161028143,28OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,7,1,,End of Course,Resident,Instructor,,102,,,,,,,,,213587,5,Instructor,04NOV2016:00:00:00.000,N,11,11,1,1,0,0,outstanding,20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300062,FAA15300062,DEPARTURE PROCEDURES,90,AMA-800,AMA-800,COURSE,RES,Y,N,,104235,26OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,N,,0.986817,0.985714,0.99099,53,76,0.697368,1161028146,28OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,7,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,213590,1,OverallCourse,04NOV2016:00:00:00.000,N,160,160,26,2,0,0,The class was excellent. I think having extra instructors in the class room is a helpful benefit to help students understand through out the exercise processes.,20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
