Course,Course__FAA_,Title,Period,Division,Branch,Type,Delivery,Is_Active__course_,Is_Cancelled__course_,Cancelled_Date__course_,Class,Class_Start,Class_End,Is_Active__class_,Is_Cancelled__class_,Cancelled_Date__class_,Class_Favorability,Class_Favorability__eoc_,Class_Favorability__post_,Evaluations_Completed,Evaluations_Sent,Completion_Rate,Evaluation,Sent_Date,Completed_Date,Is_Completed,Days_to_Complete_Evaluation,Evaluation_Favorability,Question,Type__question_,Subtype__question_,Metric,Statement,Sort__question_,Statement__short_,Answer,Sentiment,Degree,Attitude,Response__positive_,Response__negative_,Sort__sentiment_,Comment,Comments_per_Eval,Category,Comment_Date,Is_Duplicate,Length__original_,Length,Word_Count,Sentence_Count,Question_Count,Exclamation_Count,Comments,Date,Use_Date,FY_Start,FY_End,Is_Holiday,Is_Weekday,Is_Last_Day_of_Month
50043,FAA50043,AIR TRAFFIC BASICS (TERMINAL),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102894,26OCT2016:00:00:00.000,01DEC2016:00:00:00.000,Y,N,,0.990228,0.992424,0.976744,27,57,0.473684,1161128262,28NOV2016:00:00:00.000,30NOV2016:00:00:00.000,Y,2,1,,End of Course,Resident,Instructor,,102,,,,,,,,,216753,4,Instructor,30NOV2016:00:00:00.000,N,156,156,23,2,0,0,"Overall positive influence toward learning experience, with the added real life examples. Just wanted more ways to understand complex ideas in simpler form.",20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
1291,FAA01291,MIDDLE MANAGER COURSE,90,AMA-3,AMA-3,COURSE,RES,Y,N,,103106,04OCT2016:00:00:00.000,07OCT2016:00:00:00.000,Y,N,,1,,1,6,14,0.428571,1170105025,05JAN2017:00:00:00.000,08JAN2017:00:00:00.000,Y,3,1,,Post Course,Student,Compliment,,104,,,,,,,,,220458,1,Compliment,08JAN2017:00:00:00.000,N,191,191,34,3,0,0,This course helped me to apply different skills in dealing with employees. As a FLM wanting to move up in the agency this course was very helpful. Well presented and a good class interaction.,20161004,04OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21016,FAA21016,PART 21 - REVISION 2,90,AMA-200,AMA-220,COURSE,RES,Y,N,,103396,25OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,0.997093,0.996138,1,38,57,0.666666,1161021027,21OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,7,1,,End of Course,Resident,Instructor,,102,,,,,,,,,212700,2,Instructor,28OCT2016:00:00:00.000,N,26,26,3,1,0,0,great interactive feedback,20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
22000072,FAA22000072,MANAGING AIR ENGINEERING DESIGNEES,90,AMA-200,AMA-220,COURSE,RES,Y,N,,103413,18OCT2016:00:00:00.000,20OCT2016:00:00:00.000,Y,N,,0.98913,1,0.96875,23,40,0.575,1161013279,13OCT2016:00:00:00.000,20OCT2016:00:00:00.000,Y,7,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,211598,2,OverallCourse,20OCT2016:00:00:00.000,N,98,98,17,1,0,0,Strongly believe the matter I learnt will be very usefull to me while performing my Job Functions.,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50310,FAA50310,AIR TRAFFIC FACILITY TRAINING ADMINISTRATION,90,AMA-500,AMA-512,COURSE,RES,N,N,,103544,18OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,N,,0.99095,0.988372,1,22,33,0.666666,1170123061,23JAN2017:00:00:00.000,06MAR2017:00:00:00.000,Y,42,1,,Post Course,Student,Compliment,,104,,,,,,,,,227927,2,Compliment,06MAR2017:00:00:00.000,N,143,143,27,2,0,0,Chuck Kennedy was an excellent instructor. He was able to give me all materials and knowledge that I need in order to perform day to day tasks.,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000132,FAA21000132,INITIAL PROFESSIONALISM,90,AMA-200,AMA-230,COURSE,RES,Y,N,,103608,19OCT2016:00:00:00.000,24OCT2016:00:00:00.000,Y,N,,0.993403,1,0.981132,86,112,0.767857,1161024207,24OCT2016:00:00:00.000,24OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,Instructor,,102,,,,,,,,,211983,2,Instructor,24OCT2016:00:00:00.000,N,35,35,5,1,0,0,The instructors were very effective,20161019,19OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
53154001,FAA53154001,ERAM SCENARIO GENERATION TRAINING (SGET),90,AMA-500,AMA-512,COURSE,RES,Y,N,,104228,18OCT2016:00:00:00.000,27OCT2016:00:00:00.000,Y,N,,0.992187,1,0.96875,12,17,0.705882,1161025243,25OCT2016:00:00:00.000,27OCT2016:00:00:00.000,Y,2,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,212353,2,OverallCourse,27OCT2016:00:00:00.000,N,209,209,32,3,0,0,This class was great. The instructions were well presented and the expectations were reasonable. The instructors were very helpful and answered all our questions and made sure that we understood their answers.,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,96957,20OCT2016:00:00:00.000,18JAN2017:00:00:00.000,Y,N,,0.928571,0.951127,1,40,55,0.727272,1161212277,12DEC2016:00:00:00.000,13JAN2017:00:00:00.000,Y,32,1,,End of Course,Resident,Instructor,,102,,,,,,,,,221303,2,Instructor,13JAN2017:00:00:00.000,N,213,213,32,3,0,0,"Jeff and Dave were brilliant instructors. They prepared us greatly for the scenarios and were very knowledgeable when questions were presented. They were motivating, helpful, and well prepared to teach the course.",20161020,20OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
40527001,FAA40527001,AUTOMATION CONCEPTS,90,AMA-400,AMA-422,COURSE,RES,N,Y,3,104370,18OCT2016:00:00:00.000,16NOV2016:00:00:00.000,Y,N,,0.959677,0.958549,0.963636,23,36,0.638888,1161115324,16NOV2016:00:00:00.000,16NOV2016:00:00:00.000,Y,0,0.941176,,End of Course,Resident,OverallCourse,,101,,,,,,,,,215187,3,OverallCourse,16NOV2016:00:00:00.000,N,328,328,65,7,0,1,The networking was great. I learned a lot about that. The unix labs need to be updated. I also would like a paper copy of the lab and student guide. It is very hard to take the notes on the computer while trying to listen or do the lab. Better explanation of the lab steps would be,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50143,FAA50143,AIR TRAFFIC BASICS (EN ROUTE),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102971,14OCT2016:00:00:00.000,18NOV2016:00:00:00.000,Y,N,,0.986206,0.988142,0.972972,24,47,0.510638,1161107404,07NOV2016:00:00:00.000,17NOV2016:00:00:00.000,Y,10,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,215331,4,OverallCourse,17NOV2016:00:00:00.000,N,151,151,24,2,0,0,The overall course was presented and formatted well. Some lesson plans were allotted more time than may have been necessary to present the information.,20161014,14OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
1200016,FAA01200016,LEADING ORGANIZATIONAL CHANGE (LOC),90,AMA-3,AMA-3,COURSE,RES,Y,N,,103102,04OCT2016:00:00:00.000,06OCT2016:00:00:00.000,Y,N,,1,,1,22,34,0.647058,1170104109,04JAN2017:00:00:00.000,05JAN2017:00:00:00.000,Y,1,,,Post Course,Student,NoNeedtoTrain,,105,,,,,,,,,220399,1,NoNeedtoTrain,05JAN2017:00:00:00.000,N,98,98,18,1,0,0,"It wasn't required, but it was an amazing course and has already helped me in my current position.",20161004,04OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50034,FAA50034,TERMINAL BASIC RADAR TRAINING,90,AMA-500,AMA-512,COURSE,RES,Y,N,,103284,18OCT2016:00:00:00.000,16NOV2016:00:00:00.000,Y,N,,0.981781,0.989556,0.954954,46,70,0.657142,1161020331,20OCT2016:00:00:00.000,14NOV2016:00:00:00.000,Y,25,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,214750,2,OverallCourse,14NOV2016:00:00:00.000,N,111,111,17,1,0,0,maybe add a slower scenario that allows for vectoring around weather to provide that more realistic experience.,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000132,FAA21000132,INITIAL PROFESSIONALISM,90,AMA-200,AMA-230,COURSE,RES,Y,N,,103608,19OCT2016:00:00:00.000,24OCT2016:00:00:00.000,Y,N,,0.993403,1,0.981132,86,112,0.767857,1161024205,24OCT2016:00:00:00.000,24OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,211978,2,OverallCourse,24OCT2016:00:00:00.000,N,37,37,5,1,0,0,No written assessments were provided.,20161019,19OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,96952,07OCT2016:00:00:00.000,05JAN2017:00:00:00.000,Y,N,,0.939726,0.953488,1,28,41,0.682926,1161212237,12DEC2016:00:00:00.000,03JAN2017:00:00:00.000,Y,22,1,,End of Course,Resident,Instructor,,102,,,,,,,,,220184,5,Instructor,03JAN2017:00:00:00.000,N,382,382,62,5,0,0,The instructors here in radar definitely were key to skills I acquire. I noticed a big difference in he learning experience with the instructors during radar compared to nonradar. They always went above and beyond to explain something if it wasn't clear. I always looked forward to,20161007,07OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000059,FAA21000059,SAFETY MANAGEMENT,90,AMA-200,AMA-230,COURSE,RES,Y,N,,103628,25OCT2016:00:00:00.000,31OCT2016:00:00:00.000,Y,N,,0.987849,0.994328,0.97619,92,116,0.793103,1170130021,30JAN2017:00:00:00.000,13FEB2017:00:00:00.000,Y,14,1,,Post Course,Student,Training,,103,,,,,,,,,225081,1,Training,13FEB2017:00:00:00.000,N,243,243,51,5,0,0,I think the content was good. The problems I had are personal. My that I mean it just takes awhile for things to soak in for me. I need to be able to put them into practical use and then the light bulb will come on. The course itself was good.,20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
41925001,FAA41925001,MARK 20/20A INSTRUMENT LANDING SYSTEM (ILS),90,AMA-400,AMA-412,COURSE,RES,N,N,,104190,13OCT2016:00:00:00.000,22NOV2016:00:00:00.000,Y,N,,0.994382,0.992592,1,16,24,0.666666,1161117433,17NOV2016:00:00:00.000,22NOV2016:00:00:00.000,Y,5,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,216027,3,OverallCourse,22NOV2016:00:00:00.000,N,128,128,20,1,0,0,Content of the course was adequate and the material was organized effectively to promote a complete understanding of the system.,20161013,13OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
40527001,FAA40527001,AUTOMATION CONCEPTS,90,AMA-400,AMA-422,COURSE,RES,N,Y,3,104370,18OCT2016:00:00:00.000,16NOV2016:00:00:00.000,Y,N,,0.959677,0.958549,0.963636,23,36,0.638888,1170214011,14FEB2017:00:00:00.000,14FEB2017:00:00:00.000,Y,0,,,Post Course,Student,NoNeedtoTrain,,105,,,,,,,,,225247,1,NoNeedtoTrain,14FEB2017:00:00:00.000,N,101,101,20,2,0,0,"I had this training previously in the US Navy. If not for the prior training, my answer would be Yes.",20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
40691001,FAA40691001,(UNDER DEVELOPMENT)  ASR-11,90,AMA-400,AMA-414,COURSE,RES,Y,N,,104587,03OCT2016:00:00:00.000,22NOV2016:00:00:00.000,Y,N,,0.945454,0.965517,0.897959,17,21,0.809523,1170220127,20FEB2017:00:00:00.000,21FEB2017:00:00:00.000,Y,1,1,,Post Course,Student,Compliment,,104,,,,,,,,,226283,1,Compliment,21FEB2017:00:00:00.000,N,321,321,57,5,0,0,"This was a very hot course. There was very little down time, as a matter of fact some sections I was working on review questions right up until test time. The instructors were very knowledgeable. The lab section was very good and challenging. The lab practicals were very difficult",20161003,03OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
40174001,FAA40174001,KOHLER 2ND GENERATION POWER SYSTEMS (RESIDENT TRAINING),90,AMA-400,AMA-425,COURSE,RES,Y,N,,104674,25OCT2016:00:00:00.000,03NOV2016:00:00:00.000,Y,N,,1,1,1,15,24,0.625,1161103312,03NOV2016:00:00:00.000,03NOV2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,213452,2,OverallCourse,03NOV2016:00:00:00.000,N,92,92,13,1,0,0,"Well designed and preformed to students, easy to navigate trough complete studying material.",20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000058,FAA21000058,WEBOPSS,90,AMA-200,AMA-240,COURSE,RES,Y,N,,104984,18OCT2016:00:00:00.000,20OCT2016:00:00:00.000,Y,N,,0.959876,0.954128,0.971698,36,48,0.75,1161018247,18OCT2016:00:00:00.000,20OCT2016:00:00:00.000,Y,2,0.857142,,End of Course,Resident,OverallCourse,,101,,,,,,,,,211535,3,OverallCourse,20OCT2016:00:00:00.000,N,52,52,8,1,0,0,This course needs part 91 non certificated exercises,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000088,FAA21000088,OCEANIC AND INTERNATIONAL OPERATIONS,90,AMA-200,AMA-240,COURSE,RES,Y,N,,105023,31OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,N,,0.983739,0.973913,1,43,51,0.843137,1170202029,02FEB2017:00:00:00.000,02FEB2017:00:00:00.000,Y,0,1,,Post Course,Student,Compliment,,104,,,,,,,,,223338,2,Compliment,02FEB2017:00:00:00.000,N,109,109,23,2,0,0,This was one of the best and one of the most useful courses I've taken at the MMAC. It has been very helpful.,20161031,31OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,Y
55047,FAA55047,ATC OPERATIONS SUPERVISOR WORKSHOP FOR FRONTLINE MANAGERS,90,AMA-500,AMA-512,WORKSHOP,RES,Y,N,,102656,31OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,N,,1,,1,17,34,0.5,1170202238,02FEB2017:00:00:00.000,03FEB2017:00:00:00.000,Y,1,1,,Post Course,Supervisor,Suggestion,,106,,,,,,,,,223757,1,Suggestion,03FEB2017:00:00:00.000,N,203,203,33,2,0,0,"there should be questions that are relevant for me to answer, question 6 asks how satisfied were you with this course, I wasn't present. My employees management skills have grown since his participation.",20161031,31OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,Y
15300050,FAA15300050,INTRODUCTION TO FLIGHT PROCEDURES (TERPS),90,AMA-800,AMA-800,COURSE,RES,Y,N,,105961,04OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,N,,0.989966,0.987755,1,29,41,0.707317,1161024244,24OCT2016:00:00:00.000,24OCT2016:00:00:00.000,Y,0,0.928571,,End of Course,Resident,OverallCourse,,101,,,,,,,,,211848,3,OverallCourse,24OCT2016:00:00:00.000,N,80,80,13,1,0,0,some of the Power Point Presentations and lab exercises were wrong or inaccurate,20161004,04OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300089,FAA15300089,TARGETS INSTRUMENT PROCEDURE DESIGN FOR TERPS,90,AMA-800,AMA-800,COURSE,RES,Y,N,,106254,17OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,N,,0.971014,1,0.851851,14,28,0.5,1161017278,17OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,1,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,211215,2,OverallCourse,18OCT2016:00:00:00.000,N,60,60,12,1,0,0,Good course to have the knowledge for our job in the future.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300089,FAA15300089,TARGETS INSTRUMENT PROCEDURE DESIGN FOR TERPS,90,AMA-800,AMA-800,COURSE,RES,Y,N,,106258,24OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,N,,1,1,1,10,21,0.47619,1170123096,23JAN2017:00:00:00.000,06FEB2017:00:00:00.000,Y,14,1,,Post Course,Student,Other,,108,,,,,,,,,223762,1,Other,06FEB2017:00:00:00.000,N,323,323,62,3,0,0,My computer did not have enough memory so it was difficult to catch up with the class once IT had corrected the problem. I'd like to have the opportunity to take the course again in the near future with others that work in my same area. This will allow us to focus on those applicat,20161024,24OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300089,FAA15300089,TARGETS INSTRUMENT PROCEDURE DESIGN FOR TERPS,90,AMA-800,AMA-800,COURSE,RES,Y,N,,106259,26OCT2016:00:00:00.000,27OCT2016:00:00:00.000,Y,N,,0.988235,1,0.95,9,22,0.40909,1161026335,26OCT2016:00:00:00.000,27OCT2016:00:00:00.000,Y,1,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,212280,2,OverallCourse,27OCT2016:00:00:00.000,N,96,96,17,2,0,0,This program should have been used many years ago. much easier to use and is easily manipulated.,20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
45189001,FAA45189001,CHILLERS-(FIELD CONDUCTED),90,AMA-400,AMA-424,COURSE,RES,Y,N,,104797,13OCT2016:00:00:00.000,26OCT2016:00:00:00.000,Y,N,,1,1,1,18,27,0.666666,1161026377,26OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,2,1,,End of Course,Resident,Instructor,,102,,,,,,,,,212551,2,Instructor,28OCT2016:00:00:00.000,N,64,64,9,1,0,0,Both instructors were very knowledgeable of the Chiller Systems.,20161013,13OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
22102,FAA22102,FLIGHT SIMULATION TRAINING DEVICE EVALUATION,90,AMA-200,AMA-240,COURSE,RES,Y,N,,104906,24OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,1,1,1,7,12,0.583333,1161026250,26OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,2,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,212637,2,OverallCourse,28OCT2016:00:00:00.000,N,65,65,13,1,0,0,One of the best practical classes I have ever has at the Academy.,20161024,24OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000088,FAA21000088,OCEANIC AND INTERNATIONAL OPERATIONS,90,AMA-200,AMA-240,COURSE,RES,Y,N,,105023,31OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,N,,0.983739,0.973913,1,43,51,0.843137,1161101311,01NOV2016:00:00:00.000,04NOV2016:00:00:00.000,Y,3,0.928571,,End of Course,Resident,OverallCourse,,101,,,,,,,,,213627,3,OverallCourse,04NOV2016:00:00:00.000,N,70,70,12,1,0,0,very disappointed not to have a disc with links and guidance summaries,20161031,31OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,Y
50046,FAA50046,INITIAL TOWER CAB TRAINING,30,AMA-500,AMA-513,COURSE,RES,Y,N,,102888,28OCT2016:00:00:00.000,21DEC2016:00:00:00.000,Y,N,,0.939879,0.948,0.76923,37,66,0.560606,1161116460,16NOV2016:00:00:00.000,16NOV2016:00:00:00.000,Y,0,1,,Intermediate Co,Intermedia,Instructor,,102,,,,,,,,,215132,2,Instructor,16NOV2016:00:00:00.000,N,64,64,11,2,0,1,Cecil and Mark are both great instructors. They deserve a raise!,20161028,28OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50046,FAA50046,INITIAL TOWER CAB TRAINING,30,AMA-500,AMA-513,COURSE,RES,Y,N,,102888,28OCT2016:00:00:00.000,21DEC2016:00:00:00.000,Y,N,,0.939879,0.948,0.76923,37,66,0.560606,1161116462,16NOV2016:00:00:00.000,16NOV2016:00:00:00.000,Y,0,1,,Intermediate Co,Intermedia,Instructor,,102,,,,,,,,,215164,7,Instructor,16NOV2016:00:00:00.000,N,241,241,38,2,0,0,"Ceicil and Mark are both very helpful and personable. Ceicil does an excellent job keeping us engaged and focused on key points and working knowledge, while Mark relates course material to real world experience with very helpful connections.",20161028,28OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50043,FAA50043,AIR TRAFFIC BASICS (TERMINAL),90,AMA-500,AMA-513,COURSE,RES,Y,N,,102894,26OCT2016:00:00:00.000,01DEC2016:00:00:00.000,Y,N,,0.990228,0.992424,0.976744,27,57,0.473684,1161128245,28NOV2016:00:00:00.000,30NOV2016:00:00:00.000,Y,2,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,216713,2,OverallCourse,30NOV2016:00:00:00.000,N,140,140,26,2,0,0,"Almost all data in textbook was up to date and accurate, instructor was aware of anything not correct and let us know. Typos here and there.",20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000064,FAA21000064,GAAW PRACTICAL APPLICATIONS WORKSHOP #1,90,AMA-200,AMA-250,COURSE,RES,Y,N,,96160,04OCT2016:00:00:00.000,06OCT2016:00:00:00.000,Y,N,,0.983766,1,0.955752,35,40,0.875,1161006126,06OCT2016:00:00:00.000,06OCT2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,210430,1,OverallCourse,06OCT2016:00:00:00.000,N,33,33,4,2,0,0,Great instructor team. Effective.,20161004,04OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
12051,FAA12051,BASIC OBSTRUCTION EVALUATION AND AIRPORT/AIRSPACE ANALYSIS,90,AMA-500,AMA-512,COURSE,RES,Y,N,,103522,18OCT2016:00:00:00.000,03NOV2016:00:00:00.000,Y,N,,1,1,1,16,29,0.551724,1161103328,03NOV2016:00:00:00.000,03NOV2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,213487,2,OverallCourse,03NOV2016:00:00:00.000,N,300,300,46,1,0,0,"WHILE I UNDERSTAND THAT THERE ARE TIME CONSTRAINTS, HOWEVER I FEEL THAT IF THE PLOTTING PORTION WERE INTRODUCED ON BLANK GRIDS, PRACTICE PLOTTING THE COORDINATES, AND THEN INTRODUCED ON THE QUAD/SECTIONAL CHARTS, IT MIGHT GIVE THE STUDENT THE OPPORTUNITY TO BETTER UNDERSTAND THE PR",20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300062,FAA15300062,DEPARTURE PROCEDURES,90,AMA-800,AMA-800,COURSE,RES,Y,N,,104235,26OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,N,,0.986817,0.985714,0.99099,53,76,0.697368,1161028156,28OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,7,1,,End of Course,Resident,Instructor,,102,,,,,,,,,213564,1,Instructor,04NOV2016:00:00:00.000,N,74,74,12,1,0,0,Fred was very effective but none of the other instructors taught anything.,20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
15300062,FAA15300062,DEPARTURE PROCEDURES,90,AMA-800,AMA-800,COURSE,RES,Y,N,,104235,26OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,N,,0.986817,0.985714,0.99099,53,76,0.697368,1170202141,02FEB2017:00:00:00.000,07FEB2017:00:00:00.000,Y,5,1,,Post Course,Student,Compliment,,104,,,,,,,,,224056,1,Compliment,07FEB2017:00:00:00.000,N,323,323,50,3,0,1,"Fred Erolin provided great instruction to a very large group of students! He was attentive, informative, and keep the flow of information going in a positive direction. The content and course material matched perfectly with the intended outcomes and it helped me better understand t",20161026,26OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
40086001,FAA40086001,COMMUNICATION (RADIO) EQUIPMENT,90,AMA-400,AMA-411,COURSE,RES,Y,N,,104266,18OCT2016:00:00:00.000,17NOV2016:00:00:00.000,Y,N,,0.992187,0.990147,1,22,36,0.611111,1170215161,15FEB2017:00:00:00.000,27FEB2017:00:00:00.000,Y,12,1,,Post Course,Student,Training,,103,,,,,,,,,226829,1,Training,27FEB2017:00:00:00.000,N,41,41,8,1,0,0,maybe add the RCE into the actual course.,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,96950,04OCT2016:00:00:00.000,30DEC2016:00:00:00.000,Y,N,,0.90689,0.910447,1,39,68,0.573529,1161130386,30NOV2016:00:00:00.000,28DEC2016:00:00:00.000,Y,28,0.214285,,End of Course,Resident,OverallCourse,,101,,,,,,,,,219968,13,OverallCourse,28DEC2016:00:00:00.000,N,117,117,19,2,0,0,Course needs to be restructured. Overall success of student is greatly hindered due to curriculum and pace of course.,20161004,04OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,96950,04OCT2016:00:00:00.000,30DEC2016:00:00:00.000,Y,N,,0.90689,0.910447,1,39,68,0.573529,1161130388,30NOV2016:00:00:00.000,28DEC2016:00:00:00.000,Y,28,0.9375,,End of Course,Resident,Instructor,,102,,,,,,,,,219956,3,Instructor,28DEC2016:00:00:00.000,N,106,106,18,1,0,0,Thomas Lynch is an effective instructor and I don't think he could have explained the concepts any better.,20161004,04OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,96955,13OCT2016:00:00:00.000,10JAN2017:00:00:00.000,Y,N,,0.919561,0.953571,1,40,61,0.655737,1161013221,13OCT2016:00:00:00.000,23NOV2016:00:00:00.000,Y,41,0.857142,,Intermediate Co,Intermedia,OverallCourse,,101,,,,,,,,,216375,7,OverallCourse,23NOV2016:00:00:00.000,N,283,283,50,2,0,0,"IF PROBLEMS WERE CHANGED THEN INSTRUCTORS SHOULD BE AWARE OF THEM SO THEY COME PREPARED TO TEACH AND NOT SEEM CONFUSED ON SOLVING NEW PROBLEMS. AT TIMES INSTRUCTORS WOULD RETURN FROM BREAK SAYING"" REMEBER HOW WE DID THIS IN THAT PROBLEM WELL IT WAS WRONG"" THAT DOES NOT REFLECT WELL",20161013,13OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
